user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
M1_3.208.filtered	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__CAIYMF01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__CAIYMF01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	69.94	11	0.78641	N/A
M1_3.209.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.9%)
M1_3.21.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_905479625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__QNYL01 sp905479625	86.67	0.47	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016744615.1, s__QNYL01 sp016744615, 95.0, 76.82, 0.104; GCA_003973375.1, s__QNYL01 sp003973375, 95.0, 75.6, 0.032	27.34	11	0.97292	N/A
M1_3.210.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__	N/A	N/A	N/A	N/A	N/A	GCA_003486165.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp003486165	80.67	0.104	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002868985.1, s__UBA11574 sp002868985, 95.0, 83.03, 0.132	12.57	11	0.99593	Genome domain questionable ( 13.3% Bacterial, 3.8% Archaeal)
M1_3.211.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__	N/A	N/A	N/A	N/A	N/A	GCA_002729495.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__GCA-2729495 sp002729495	76.17	0.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013001905.1, s__GCA-2729495 sp013001905, 95.0, 76.76, 0.089	58.36	11	0.9345	N/A
M1_3.212.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.7%)
M1_3.213.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.7%)
M1_3.214.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.3%)
M1_3.215.filtered	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__JABDQB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013042495.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__JABDQB01;s__JABDQB01 sp013042495	80.52	0.673	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__JABDQB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.9	11	0.94393	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.216.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	36.81	11	0.88353	N/A
M1_3.217.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.218.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.2%)
M1_3.219.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.22.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.220.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.1%)
M1_3.221.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	15.63	11	0.7372	Genome has more than 78.3% of markers with multiple hits
M1_3.222.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.6%)
M1_3.223.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
M1_3.224.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__DUEF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011176555.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__DUEF01;s__DUEF01 sp011176555	76.21	0.033	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__DUEF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	57.66	11	0.89481	N/A
M1_3.225.filtered	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_017853275.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__JAFMJV01 sp017853275	77.11	0.147	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	36.8	11	0.87741	N/A
M1_3.226.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.227.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_009937635.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__JAACFF01 sp009937635	78.27	0.191	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	26.57	11	0.94717	Genome has more than 14.2% of markers with multiple hits
M1_3.228.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.3%)
M1_3.229.filtered	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_017853275.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__JAFMJV01 sp017853275	77.4	0.137	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	60.21	11	0.88049	Genome has more than 13.3% of markers with multiple hits
M1_3.23.filtered	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	16.82	11	0.93088	N/A
M1_3.230.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.2%)
M1_3.231.filtered	d__Bacteria;p__Schekmanbacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Schekmanbacteria;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	11.14	11	0.3523	N/A
M1_3.232.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sva-25;s__	N/A	N/A	N/A	N/A	N/A	GCA_015767355.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sva-25;s__Sva-25 sp015767355	83.19	0.679	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sva-25;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.14	11	0.96909	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.233.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__	N/A	N/A	N/A	N/A	N/A	GCA_001303955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__SM23-62 sp001303955	82.9	0.49	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011053095.1, s__SM23-62 sp011053095, 95.0, 76.84, 0.093	63.32	11	0.95322	N/A
M1_3.234.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.5%)
M1_3.235.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013001885.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__JABDPF01 sp013001885	77.81	0.352	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013042915.1, s__JABDPF01 sp013042915, 95.0, 77.23, 0.348	15.75	11	0.91264	Genome has more than 83.3% of markers with multiple hits
M1_3.236.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__	N/A	N/A	N/A	N/A	N/A	GCA_012974435.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__M0040 sp012974435	91.47	0.574	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_006226895.1, s__M0040 sp006226895, 95.0, 91.6, 0.74; GCA_014860225.1, s__M0040 sp014860225, 95.0, 77.99, 0.284	67.41	11	0.98184	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.24.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.25.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
M1_3.26.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.27.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAEUJM01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016794585.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAEUJM01;g__JAEUJM01;s__JAEUJM01 sp016794585	77.75	0.372	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAEUJM01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	51.23	11	0.7933	N/A
M1_3.28.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	52.4	11	0.85162	Genome has more than 15.0% of markers with multiple hits
M1_3.29.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
M1_3.3.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.6%)
M1_3.30.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_009937635.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__JAACFF01 sp009937635	78.78	0.113	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	59.75	11	0.91924	Genome has more than 14.2% of markers with multiple hits
M1_3.31.filtered	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__	N/A	N/A	N/A	N/A	N/A	GCA_012959805.1	95.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp012959805	77.76	0.192	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011051925.1, s__UBA4427 sp011051925, 95.0, 77.42, 0.254; GCA_002719955.1, s__UBA4427 sp002719955, 95.0, 77.24, 0.154; GCA_002390675.1, s__UBA4427 sp002390675, 95.0, 76.81, 0.093; GCA_002709835.1, s__UBA4427 sp002709835, 95.0, 76.57, 0.149	82.13	11	0.92887	N/A
M1_3.32.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.4%)
M1_3.33.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.0%)
M1_3.34.filtered	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__CAJQQK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_905480435.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__CAJQQK01;s__CAJQQK01 sp905480435	78.28	0.235	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__CAJQQK01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	25.26	11	0.96332	N/A
M1_3.35.filtered	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__4572-13;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__4572-13;s__	ANI	classification based on placement in class-level tree	GCA_002084585.1, s__4572-13 sp002084585, 95.0, 78.23, 0.229; GCA_003644215.1, s__4572-13 sp003644215, 95.0, 77.76, 0.185; GCA_016782835.1, s__4572-13 sp016782835, 95.0, 76.91, 0.141; GCA_018052735.1, s__4572-13 sp018052735, 95.0, 76.28, 0.086	38.82	11	0.94761	N/A
M1_3.36.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__SKKL01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__SKKL01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	56.65	11	0.74049	Genome has more than 25.0% of markers with multiple hits
M1_3.37.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.2%)
M1_3.38.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	35.07	11	0.85436	N/A
M1_3.39.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	ANI	classification based on placement in class-level tree	GCA_009937445.1, s__UBA1847 sp009937445, 95.0, 78.65, 0.301; GCA_905480215.1, s__UBA1847 sp905480215, 95.0, 78.15, 0.196; GCA_018699395.1, s__UBA1847 sp018699395, 95.0, 77.67, 0.257; GCA_002338605.1, s__UBA1847 sp002338605, 95.0, 77.04, 0.149; GCA_013001045.1, s__UBA1847 sp013001045, 95.0, 76.95, 0.177; GCA_009937605.1, s__UBA1847 sp009937605, 95.0, 76.93, 0.178; GCA_013042375.1, s__UBA1847 sp013042375, 95.0, 76.82, 0.173; GCA_013043165.1, s__UBA1847 sp013043165, 95.0, 76.79, 0.196; GCA_002685275.1, s__UBA1847 sp002685275, 95.0, 76.53, 0.054; GCA_004282875.1, s__UBA1847 sp004282875, 95.0, 76.49, 0.173	29.96	11	0.93761	Genome has more than 68.3% of markers with multiple hits
M1_3.4.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
M1_3.40.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__Eudoraea sp905479615	GCA_905479615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__Eudoraea sp905479615	96.53	0.841	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
M1_3.41.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.8%)
M1_3.42.filtered	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227875.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__M0029 sp006227875	76.7	0.129	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	30.8	11	0.86207	N/A
M1_3.43.filtered	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	77.4	0.185	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	73.63	11	0.80513	Genome has more than 11.7% of markers with multiple hits
M1_3.44.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.0%)
M1_3.45.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.4%)
M1_3.46.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	16.68	11	0.85129	N/A
M1_3.47.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__JABDQA01 sp905479735	GCA_905479735.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__JABDQA01 sp905479735	97.67	0.825	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
M1_3.48.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	ANI	classification based on placement in class-level tree	GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 78.13, 0.22; GCA_905479705.1, s__UBA9214 sp905479705, 95.0, 77.7, 0.23; GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 77.58, 0.174; GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 77.54, 0.199; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 77.07, 0.194	32.76	11	0.88882	N/A
M1_3.49.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__	N/A	N/A	N/A	N/A	N/A	GCA_003519205.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__UBA11865 sp003519205	77.08	0.011	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	10.05	11	0.89893	N/A
M1_3.5.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.15	11	0.83474	N/A
M1_3.50.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	N/A	N/A	N/A	N/A	N/A	GCA_018224455.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__Desulfosarcina sp018224455	89.15	0.569	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014237405.1, s__Desulfosarcina sp014237405, 95.0, 83.84, 0.62; GCA_002352605.1, s__Desulfosarcina sp002352605, 95.0, 81.93, 0.416; GCF_009688945.1, s__Desulfosarcina alkanivorans, 95.0, 81.66, 0.672; GCF_009688965.1, s__Desulfosarcina widdelii, 95.0, 79.08, 0.496; GCF_009689005.1, s__Desulfosarcina ovata, 95.0, 78.7, 0.397; GCF_001311845.1, s__Desulfosarcina cetonica, 95.0, 78.26, 0.314; GCA_002747175.1, s__Desulfosarcina sp002747175, 95.0, 77.85, 0.126	37.23	11	0.97512	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
